Sentence,Sentiment,label
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,1
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,1
Tesco's Sales Pickup Isn't Enough,negative,0
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,2
The announced restructuring will significantly decrease the Company 's indebtedness .,positive,2
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,positive,2
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive,2
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,1
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,0
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,0
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral,1
"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",neutral,1
"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",positive,2
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",positive,2
`` They want my credit card info and my personal details .,neutral,1
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral,1
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,2
"On the other hand , Finnish sawmills ' production has decreased even more .",neutral,1
J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,neutral,1
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral,1
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,1
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",positive,2
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral,1
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive,2
"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",neutral,1
The EUR17m contract includes both design and construction works .,neutral,1
